Trajectoire;Secteur;Branche;Branche2;Usage;Usage2;Année;Consommation
Intermédiaire 3;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2008;705,321416
Intermédiaire 3;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2008;3176,526878
Intermédiaire 3;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2008;3569,86794
Intermédiaire 3;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2008;3250,631279
Intermédiaire 3;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2008;737,331663
Intermédiaire 3;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2008;9541,311481
Intermédiaire 3;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2008;2605,176638
Intermédiaire 3;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2008;8609,367715
Intermédiaire 3;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2008;2546,784439
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2008;8853,211714
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2008;2976,803577
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2008;5512,370281
Intermédiaire 3;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2008;6531,206406
Intermédiaire 3;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2008;2382,187921
Intermédiaire 3;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2008;2040,225857
Intermédiaire 3;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2008;10834,66378
Intermédiaire 3;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2008;1752,553086
Intermédiaire 3;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2008;6096,81834
Intermédiaire 3;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2008;5964,162326
Intermédiaire 3;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2008;2490,763516
Intermédiaire 3;Pertes;Pertes;Pertes;Pertes;Pertes;2008;32628,51688
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2008;23122,3818
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2008;10311,9084
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2008;17966,57962
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2008;11536,97433
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2008;17790,98947
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Cuisson;CUI - Cuisson résidentielle;2008;10228,00456
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECA - Eau chaude asservie;2008;14344,17448
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;ECD - Eau chaude non asservie;2008;3585,981709
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Eau chaude sanitaire;CES - Chauffe-eau solaire;2008;0,061911512
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;CDO - Chauffage domestique (hors PAC R/R et R/O);2008;37408,24101
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAA - Pompes à chaleur air-air;2008;217,3500213
Intermédiaire 3;Résidentiel;Résidentiel;Résidentiel;Chauffage;PAE - Pompes à chaleur air-eau;2008;498,3278151
Intermédiaire 3;Tertiaire;Agriculture BT;Agriculture BT;Autres usages;Autres usages;2008;3246,588631
Intermédiaire 3;Tertiaire;Armées;Armées;Autres usages;Autres usages;2008;1419
Intermédiaire 3;Tertiaire;Artisanat;Artisanat;Autres usages;Autres usages;2008;4452,986908
Intermédiaire 3;Tertiaire;Assainissement, gestion des déchets;Assainissement, gestion des déchets;Autres usages;Autres usages;2008;1517,915531
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Chauffage;Chauffage;2008;6421,125747
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Climatisation & ventilation;Climatisation & ventilation;2008;5329,122483
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eau chaude sanitaire;Eau chaude sanitaire;2008;518,1830719
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Cuisson;Cuisson;2008;425,9038947
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Froid;Froid;2008;115,3489715
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Eclairage intérieur;Eclairage;2008;6702,088372
Intermédiaire 3;Tertiaire;Bureaux, administration;Bureaux, administration;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;9331,681431
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Chauffage;Chauffage;2008;827,6493206
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Climatisation & ventilation;Climatisation & ventilation;2008;730,4723406
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eau chaude sanitaire;Eau chaude sanitaire;2008;507,068325
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Cuisson;Cuisson;2008;670,2120469
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Froid;Froid;2008;673,2690397
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Eclairage intérieur;Eclairage;2008;737,5736674
Intermédiaire 3;Tertiaire;Cafés, Hotels, Restaurants ;Cafés, Hotels, Restaurants ;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;1626,495427
Intermédiaire 3;Tertiaire;Centre de recherche énergétique;Centre de recherche énergétique;Autres usages;Autres usages;2008;1509,88771
Intermédiaire 3;Tertiaire;Commerce;Commerce;Chauffage;Chauffage;2008;4199,558118
Intermédiaire 3;Tertiaire;Commerce;Commerce;Climatisation & ventilation;Climatisation & ventilation;2008;3418,576226
Intermédiaire 3;Tertiaire;Commerce;Commerce;Eau chaude sanitaire;Eau chaude sanitaire;2008;1404,724049
Intermédiaire 3;Tertiaire;Commerce;Commerce;Cuisson;Cuisson;2008;636,6543258
Intermédiaire 3;Tertiaire;Commerce;Commerce;Froid;Froid;2008;7182,996003
Intermédiaire 3;Tertiaire;Commerce;Commerce;Eclairage intérieur;Eclairage;2008;6115,545464
Intermédiaire 3;Tertiaire;Commerce;Commerce;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;1875,904229
Intermédiaire 3;Tertiaire;Datacenter;Datacenter;Autres usages;Autres usages;2008;2555,932203
Intermédiaire 3;Tertiaire;Eclairage public;Eclairage public;Autres usages;Autres usages;2008;6244,768831
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Chauffage;Chauffage;2008;1251,195578
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Climatisation & ventilation;Climatisation & ventilation;2008;280,0596409
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eau chaude sanitaire;Eau chaude sanitaire;2008;676,4343745
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Cuisson;Cuisson;2008;915,8401965
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Froid;Froid;2008;293,6109138
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Eclairage intérieur;Eclairage;2008;1888,669354
Intermédiaire 3;Tertiaire;Enseignement, recherche;Enseignement, recherche;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;725,6356757
Intermédiaire 3;Tertiaire;Entreposage et stockage;Entreposage et stockage;Autres usages;Autres usages;2008;1884,892675
Intermédiaire 3;Tertiaire;Gérant d'immeuble habitat;Gérant d'immeuble habitat;Autres usages;Autres usages;2008;6028
Intermédiaire 3;Tertiaire;Gérant d'immeuble tertiaire;Gérant d'immeuble tertiaire;Autres usages;Autres usages;2008;1915
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Chauffage;Chauffage;2008;1005,068226
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Climatisation & ventilation;Climatisation & ventilation;2008;209,7473582
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Eau chaude sanitaire;Eau chaude sanitaire;2008;362,7514697
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Cuisson;Cuisson;2008;562,3661053
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Froid;Froid;2008;0
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Eclairage intérieur;Eclairage;2008;447,2841922
Intermédiaire 3;Tertiaire;Habitat communautaire;Habitat communautaire;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;1068,668968
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Chauffage;Chauffage;2008;1077,683511
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Climatisation & ventilation;Climatisation & ventilation;2008;1102,062992
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Eau chaude sanitaire;Eau chaude sanitaire;2008;596,2504932
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Cuisson;Cuisson;2008;378,559038
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Froid;Froid;2008;0
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Eclairage intérieur;Eclairage;2008;1492,04768
Intermédiaire 3;Tertiaire;Santé, action sociale;Santé, action sociale;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;1956,170203
Intermédiaire 3;Tertiaire;Autre tertiaire;SOLDE TERTIAIRE;Autres usages;Autres usages;2008;19389,22573
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Chauffage;Chauffage;2008;405,2540379
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Climatisation & ventilation;Climatisation & ventilation;2008;286,8064414
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Eau chaude sanitaire;Eau chaude sanitaire;2008;335,138102
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Cuisson;Cuisson;2008;46,88460495
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Froid;Froid;2008;0
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Eclairage intérieur;Eclairage;2008;513,820422
Intermédiaire 3;Tertiaire;Sport, loisirs;Sport, loisirs;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;422,3461816
Intermédiaire 3;Tertiaire;Télécommunications;Télécommunications;Autres usages;Autres usages;2008;2729,071155
Intermédiaire 3;Tertiaire;Transports;Transports;Chauffage;Chauffage;2008;158,2785175
Intermédiaire 3;Tertiaire;Transports;Transports;Climatisation & ventilation;Climatisation & ventilation;2008;79,94152155
Intermédiaire 3;Tertiaire;Transports;Transports;Eau chaude sanitaire;Eau chaude sanitaire;2008;52,13577493
Intermédiaire 3;Tertiaire;Transports;Transports;Cuisson;Cuisson;2008;37,36397203
Intermédiaire 3;Tertiaire;Transports;Transports;Froid;Froid;2008;0
Intermédiaire 3;Tertiaire;Transports;Transports;Eclairage intérieur;Eclairage;2008;394,8018205
Intermédiaire 3;Tertiaire;Transports;Transports;Bureautique et autres usages tertiaires;Bureautique et autres usages tertiaires;2008;675,1516263
Intermédiaire 3;Transport, agriculture et énergie;Agriculture;Agriculture;Autres usages;Autres usages;2008;3360,847706
Intermédiaire 3;Transport, agriculture et énergie;Energie hors Eurodif;Energie hors Eurodif;Autres usages;Autres usages;2008;11920,29478
Intermédiaire 3;Transport, agriculture et énergie;Eurodif;Eurodif;Autres usages;Autres usages;2008;13750,625
Intermédiaire 3;Transport, agriculture et énergie;Transports;Transports;Autres usages;Autres usages;2008;12888,96459
Intermédiaire 3;Transport, agriculture et énergie;Transports;Transports;VE & VHR;VE & VHR;2008;0
Basse;Industrie;Industrie agro-alimentaire;E12 - Industrie laitiere;Autres usages;Autres usages;2009;3224,311885
Basse;Industrie;Industrie agro-alimentaire;E13 - Sucreries,raffineries de sucre;Autres usages;Autres usages;2009;372,438835
Basse;Industrie;Industrie agro-alimentaire;E14 - Industries alimentaires (sauf.laiteries, sucreries);Autres usages;Autres usages;2009;16304,32497
Basse;Industrie;Sidérurgie;E16 - Sidérurgie;Autres usages;Autres usages;2009;10585,99277
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E18 - Première transformation de métaux.non.ferreux;Autres usages;Autres usages;2009;7272,035291
Basse;Industrie;Minéraux et matériaux;E19 - Production de minéraux divers;Autres usages;Autres usages;2009;577,642772
Basse;Industrie;Minéraux et matériaux;E20 - Fabrication plâtres, chaux, ciment;Autres usages;Autres usages;2009;2766,903241
Basse;Industrie;Minéraux et matériaux;E21 - Production matériaux.de construction, céramiques;Autres usages;Autres usages;2009;3122,523031
Basse;Industrie;Minéraux et matériaux;E22 - Industrie du verre;Autres usages;Autres usages;2009;2826,252169
Basse;Industrie;Chimie et parachimie;E23 - Fabrication d'engrais;Autres usages;Autres usages;2009;672,725797
Basse;Industrie;Chimie et parachimie;E24 - Autres Industries chimie minérale de base;Autres usages;Autres usages;2009;8035,609117
Basse;Industrie;Chimie et parachimie;E25 - Fabric. de matières plastiques, caoutchoucs synthétiques;Autres usages;Autres usages;2009;1920,851428
Basse;Industrie;Chimie et parachimie;E26 - Autres Industries chimie organique de base;Autres usages;Autres usages;2009;8146,184814
Basse;Industrie;Chimie et parachimie;E28 - Parachimie, Industries pharmaceutiques;Autres usages;Autres usages;2009;2512,964355
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E29 - Fonderie, travail des metaux;Autres usages;Autres usages;2009;7202,372242
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E30 - Construction mécanique;Autres usages;Autres usages;2009;2665,493209
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E31 - Construction électrique et.électronique;Autres usages;Autres usages;2009;4751,400564
Basse;Industrie;Construction automobile;E32 - Construction autres matériels de transport.terrestre;Autres usages;Autres usages;2009;5638,564931
Basse;Industrie;Métallurgie et Mécanique (hors industrie automobile);E33 - Construction navale, aéronautique et armement;Autres usages;Autres usages;2009;2268,87781
Basse;Industrie;Industries diverses;E34 - Industrie textile, cuir, habillement;Autres usages;Autres usages;2009;1707,923144
Basse;Industrie;Industrie du papier et du carton;E35 - Industrie du papier et du carton;Autres usages;Autres usages;2009;9530,012257
Basse;Industrie;Industries diverses;E36 - Industrie caoutchouc;Autres usages;Autres usages;2009;1435,321086
Basse;Industrie;Industries diverses;E37 - Transformation des matières plastiques;Autres usages;Autres usages;2009;5468,659297
Basse;Industrie;Industries diverses;E38 - Industries diverses;Autres usages;Autres usages;2009;5537,482743
Basse;Industrie;Industries diverses;non réparti;Autres usages;Autres usages;2009;2498,744082
Basse;Pertes;Pertes;Pertes;Pertes;Pertes;2009;32699,05505
Basse;Résidentiel;Résidentiel;Résidentiel;Autres usages résidentiels;USR - Usages résidentiels;2009;23048,46062
Basse;Résidentiel;Résidentiel;Résidentiel;Eclairage intérieur;ECL - Eclairage résidentiel;2009;10222,55399
Basse;Résidentiel;Résidentiel;Résidentiel;Froid;FRR - Froid résidentiel;2009;17679,99351
Basse;Résidentiel;Résidentiel;Résidentiel;Lavage;LAV - Lavage résidentiel;2009;11533,21295
Basse;Résidentiel;Résidentiel;Résidentiel;Produits gris & bruns résidentiels;TIC - Produits gris-bruns;2009;18444,65865
